Number	Accession	A's	G's	C's	T's	N's	Length	GC%
37653	GQ253642  	152	119	85	118	0	481	43.0
37654	GQ253649  	188	122	125	130	0	574	43.7
37655	GQ253656  	65	55	36	61	0	221	41.9
37656	GQ253656  	65	55	36	61	0	221	41.9
37657	GQ253643  	152	119	85	118	0	481	43.0
37658	GQ253650  	189	122	124	130	0	574	43.5
37659	GQ253657  	65	55	36	61	0	221	41.9
37660	GQ253657  	65	55	36	61	0	221	41.9
37661	GQ253644  	152	119	85	118	0	481	43.0
37662	GQ253651  	188	122	124	131	0	574	43.5
37663	GQ253658  	65	55	36	61	0	221	41.9
37664	GQ253658  	65	55	36	61	0	221	41.9
37665	AY184805  	182	136	117	128	0	572	44.9
37666	AY184806  	182	136	118	127	0	572	45.1
37667	EU501452  	340	204	218	225	0	1002	42.8
37668	GU071976  	451	331	264	364	0	1431	42.2
37669	GU226572  	600	379	314	408	0	1726	40.7
37670	AF008885  	318	225	217	227	0	1002	44.8
37671	M80975    	300	205	175	210	0	903	42.7
37672	U62543    	805	575	425	536	0	2375	42.7
37673	EU716460  	439	334	270	367	0	1431	42.8
37674	EU716462  	575	375	342	409	0	1726	42.2
37675	GQ369836  	278	259	204	241	0	997	47.1
37676	GQ369836  	278	259	204	241	0	997	47.1
37677	GQ338332  	285	254	208	235	0	997	47.0
37678	GQ338332  	285	254	208	235	0	997	47.0
37679	GQ338333  	448	332	263	367	0	1431	42.2
37680	GQ338339  	600	379	314	408	0	1726	40.7
37681	GQ338340  	284	255	208	235	0	997	47.1
37682	GQ338340  	284	255	208	235	0	997	47.1
37683	GQ338341  	447	333	263	367	0	1431	42.3
37684	EU779611  	580	387	312	419	0	1723	41.2
37685	EU779637  	461	329	253	370	0	1434	41.2
37686	GQ232065  	284	255	207	236	0	997	47.0
37687	GQ232065  	284	255	207	236	0	997	47.0
37688	GQ232066  	495	396	294	312	0	1519	46.1
37689	GQ232067  	600	378	314	409	0	1726	40.7
37690	GQ323570  	452	329	261	368	0	1431	41.8
37691	EU851993  	572	374	342	412	1	1726	42.1
37692	EU851994  	438	334	269	366	3	1431	42.8
37693	GQ369837  	273	263	206	240	0	997	47.8
37694	GQ369837  	273	263	206	240	0	997	47.8
37695	GQ232031  	284	255	208	235	0	997	47.1
37696	GQ232031  	284	255	208	235	0	997	47.1
37697	GQ232032  	493	398	293	313	0	1519	46.2
37698	GQ232033  	600	379	314	408	0	1726	40.7
37699	GQ323547  	448	332	263	367	0	1431	42.2
37700	EU851995  	573	374	342	412	0	1726	42.1
37701	EU851996  	439	332	270	367	2	1431	42.7
37702	GQ369838  	275	261	206	240	0	997	47.6
37703	GQ369838  	275	261	206	240	0	997	47.6
37704	GQ323472  	451	330	261	368	0	1431	41.9
37705	GQ323473  	600	378	314	409	0	1726	40.7
37706	GQ323474  	284	255	207	236	0	997	47.0
37707	GQ323474  	284	255	207	236	0	997	47.0
37708	EU885497  	574	376	341	410	0	1726	42.2
37709	EU885498  	439	333	272	365	1	1431	42.9
37710	GQ369839  	274	262	207	239	0	997	47.8
37711	GQ369839  	274	262	207	239	0	997	47.8
37712	GQ894869  	599	378	315	409	0	1726	40.7
37713	GQ894870  	451	329	263	367	0	1431	42.0
37714	GQ894871  	284	255	208	235	0	997	47.1
37715	GQ894871  	284	255	208	235	0	997	47.1
37716	EF473390  	373	243	231	253	0	1116	43.1
37717	AF180567  	324	221	214	228	0	1002	44.1
37718	AF008775  	327	220	216	224	0	1002	44.2
37719	EU514617  	332	216	214	225	0	1002	43.6
37720	EF473535  	374	245	235	249	0	1119	43.5
37721	EF473536  	352	231	226	238	1	1063	43.6
37722	AF008829  	324	221	214	228	0	1002	44.1
37723	AF180662  	324	217	218	228	0	1002	44.1
37724	AF008830  	324	221	213	229	0	1002	44.0
37725	CY031979  	340	202	219	225	0	1001	42.7
37726	CY031980  	353	220	224	243	0	1055	42.7
37727	CY031981  	352	221	224	243	0	1055	42.8
37728	CY031982  	355	220	225	240	0	1055	42.8
37729	CY031983  	352	221	223	244	0	1055	42.7
37730	CY071906  	417	265	237	281	0	1218	41.8
37731	CY071907  	415	267	237	281	0	1218	42.0
37732	CY071908  	415	267	238	280	0	1218	42.1
37733	CY071909  	415	266	237	282	0	1218	41.9
37734	CY071926  	415	266	237	282	0	1218	41.9
37735	CY071927  	416	266	235	283	0	1218	41.8
37736	CY071928  	415	266	237	282	0	1218	41.9
37737	CY071929  	392	256	227	260	0	1152	42.6
37738	CY071930  	417	265	239	279	0	1218	42.0
37739	CY071931  	417	265	239	279	0	1218	42.0
37740	CY071932  	415	266	237	282	0	1218	41.9
37741	CY071933  	417	266	237	280	0	1218	41.9
37742	CY071934  	417	265	239	279	0	1218	42.0
37743	CY071935  	417	265	239	279	0	1218	42.0
37744	CY071936  	415	266	238	280	0	1217	42.0
37745	CY071937  	415	266	237	282	0	1218	41.9
37746	EU502231  	342	206	216	223	0	1002	42.8
37747	EU502232  	342	204	216	225	0	1002	42.6
37748	CY069482  	796	558	408	533	0	2328	42.1
37749	CY069483  	807	506	440	549	0	2335	41.1
37750	CY069483  	807	506	440	549	0	2335	41.1
37751	CY069484  	738	520	399	536	0	2225	41.9
37752	CY069485  	599	390	316	424	0	1754	40.8
37753	CY069486  	488	396	301	321	0	1528	46.3
37754	CY069487  	462	330	253	368	0	1434	41.3
37755	CY069488  	290	250	205	237	0	997	46.3
37756	CY069488  	290	250	205	237	0	997	46.3
37757	CY069489  	263	209	160	212	0	857	43.7
37758	CY069489  	263	209	160	212	0	857	43.7
37759	J02128    	66	58	58	56	0	242	48.7
37760	J02129    	112	42	48	60	4	270	33.8
37761	K01015    	112	42	47	64	1	270	33.5
37762	M76604    	507	412	313	333	0	1588	46.3
37763	CY059381  	252	223	180	204	0	872	46.9
37764	CY059381  	252	223	180	204	0	872	46.9
37765	FM174426  	250	207	131	207	0	807	42.5
37766	FM174427  	250	207	131	207	0	807	42.5
37767	FM174428  	250	207	131	207	0	807	42.5
37768	FM174429  	251	206	131	207	0	807	42.4
37769	FM174430  	251	207	131	206	0	807	42.5
37770	FM174448  	447	325	247	365	0	1404	41.3
37771	FN401512  	426	326	223	314	52	1361	40.9
37772	FN401512  	426	326	223	314	52	1361	40.9
37773	FM174449  	252	205	133	205	0	807	42.5
37774	FN401511  	450	334	235	322	0	1361	42.4
37775	FM174450  	250	207	132	206	0	807	42.6
37776	FM174451  	444	329	247	364	0	1404	41.6
37777	FN401514  	451	333	234	323	0	1361	42.3
37778	FM174444  	253	204	134	204	0	807	42.5
37779	FM174445  	253	204	134	204	0	807	42.5
37780	FN401502  	450	336	232	323	0	1361	42.4
37781	FM174423  	445	328	250	366	0	1409	41.6
37782	FN401488  	451	333	233	324	0	1361	42.2
37783	FM174424  	445	329	249	364	0	1407	41.7
37784	FN401493  	449	334	230	321	7	1361	42.1
37785	FM174442  	254	203	134	204	0	807	42.4
37786	FM174443  	251	205	133	205	1	807	42.5
37787	FN401515  	377	278	197	279	0	1148	42.0
37788	FM174425  	251	207	131	206	0	807	42.5
37789	FM174431  	251	206	133	205	0	807	42.6
37790	FM174432  	252	205	133	205	0	807	42.5
37791	FN401487  	451	334	234	322	0	1361	42.4
37792	FM174433  	253	204	134	204	0	807	42.5
37793	FN401506  	449	336	233	323	0	1361	42.4
37794	FM174434  	251	206	133	205	0	807	42.6
37795	FN401507  	451	334	235	321	0	1361	42.4
37796	FM174436  	252	205	134	204	0	807	42.6
37797	FN401505  	430	320	226	309	56	1361	40.7
37798	FN401505  	430	320	226	309	56	1361	40.7
37799	FM174435  	252	205	133	205	0	807	42.5
37800	FN401508  	449	336	237	319	0	1361	42.7
37801	FM174405  	252	205	134	204	0	807	42.6
37802	FN401445  	453	329	251	365	0	1418	41.5
37803	FN401517  	453	330	227	331	0	1361	41.5
37804	FM174406  	443	330	248	365	0	1406	41.7
37805	FN401490  	438	324	223	313	19	1336	41.5
37806	FJ403582  	459	331	255	368	0	1434	41.5
37807	FJ654328  	564	375	303	402	0	1668	41.2
37808	FM174407  	249	208	131	207	0	807	42.6
37809	FM174437  	251	206	131	207	0	807	42.4
37810	FN401509  	449	336	233	323	0	1361	42.4
37811	FM174408  	251	206	131	207	0	807	42.4
37812	FM174438  	251	206	131	207	0	807	42.4
37813	FM174455  	249	208	131	207	0	807	42.6
37814	FM174439  	252	205	133	205	0	807	42.5
37815	FN401503  	432	327	225	314	43	1361	41.2
37816	FN401503  	432	327	225	314	43	1361	41.2
37817	FM174440  	252	205	132	206	0	807	42.4
37818	FN401516  	452	333	232	324	0	1361	42.1
37819	FM174441  	252	205	132	206	0	807	42.4
37820	FM174446  	251	206	133	205	0	807	42.6
37821	FN401504  	450	334	235	322	0	1361	42.4
37822	FM174447  	252	205	133	205	0	807	42.5
37823	FM174452  	251	206	133	205	0	807	42.6
37824	FM174454  	251	206	131	207	0	807	42.4
37825	FM174409  	252	205	133	205	0	807	42.5
37826	FM174410  	246	199	127	198	0	781	42.3
37827	FM174453  	445	328	250	365	0	1408	41.6
37828	FN401501  	443	326	228	320	0	1336	42.1
37829	FM174411  	444	329	249	365	0	1407	41.7
37830	FN401437  	437	316	241	353	0	1367	41.4
37831	FM174456  	445	329	248	364	0	1406	41.6
37832	FN401491  	439	329	226	314	33	1361	41.4
37833	FN401491  	439	329	226	314	33	1361	41.4
37834	FN401434  	436	311	242	354	0	1363	41.2
37835	FM174412  	446	326	250	361	0	1403	41.6
37836	FM174457  	445	329	248	363	0	1405	41.7
37837	FM174413  	251	206	133	205	0	807	42.6
37838	FN401435  	445	327	249	362	0	1403	41.6
37839	FJ403565  	459	331	253	370	0	1434	41.3
37840	FM174458  	443	330	248	365	0	1406	41.7
37841	FM174414  	446	329	248	363	0	1406	41.6
37842	FN401500  	450	335	232	324	0	1361	42.3
37843	FM174459  	251	206	131	207	0	807	42.4
37844	FN401510  	448	336	234	323	0	1361	42.5
37845	FM174415  	444	330	247	362	1	1404	41.7
37846	FN401499  	426	318	220	310	67	1361	40.1
37847	FN401499  	426	318	220	310	67	1361	40.1
37848	FM174416  	445	329	248	363	0	1405	41.7
37849	FM174417  	454	329	252	366	0	1422	41.5
37850	FM174418  	446	329	248	363	0	1406	41.6
37851	FN401498  	450	335	232	324	0	1361	42.3
37852	FM174460  	444	329	248	361	0	1402	41.8
37853	FN401497  	421	317	221	310	72	1361	40.1
37854	FN401497  	421	317	221	310	72	1361	40.1
37855	FN401430  	453	326	254	363	0	1416	41.5
37856	FM174461  	250	207	131	207	0	807	42.5
37857	FN401496  	429	325	224	315	48	1361	40.9
37858	FN401496  	429	325	224	315	48	1361	40.9
37859	FM174462  	250	207	131	207	0	807	42.5
37860	FM174419  	249	208	131	207	0	807	42.6
37861	FN401495  	445	332	229	319	16	1361	41.8
37862	FM174463  	243	206	129	206	0	796	42.7
37863	FM174420  	250	207	131	207	0	807	42.5
37864	FN401492  	450	335	231	325	0	1361	42.2
37865	FN401431  	448	325	251	362	0	1406	41.6
37866	FN401432  	448	323	247	364	0	1402	41.2
37867	FM174421  	250	204	130	207	0	803	42.2
37868	FM174422  	252	205	133	205	0	807	42.5
37869	FN401442  	424	317	242	349	0	1352	42.0
37870	FN401513  	335	255	181	249	27	1062	41.6
37871	FM174464  	249	208	131	207	0	807	42.6
37872	FN401489  	441	325	225	313	13	1336	41.8
37873	FM174465  	250	207	131	207	0	807	42.5
37874	FN401494  	450	335	232	324	0	1361	42.3
37875	FN401433  	447	325	251	360	0	1403	41.6
37876	FM174466  	251	207	131	206	0	807	42.5
37877	FM174467  	249	208	131	207	0	807	42.6
37878	FN423708  	496	395	294	312	0	1519	46.0
37879	FN423709  	271	202	171	208	0	865	43.8
37880	FN423709  	271	202	171	208	0	865	43.8
37881	FN423710  	812	516	439	507	0	2307	42.0
37882	FN423711  	772	587	432	489	0	2313	44.7
37883	FN423712  	645	484	389	451	182	2182	40.6
37884	FN423712  	645	484	389	451	182	2182	40.6
37885	FN423713  	600	379	314	408	0	1726	40.7
37886	FN423714  	450	330	263	367	0	1431	42.1
37887	FN423715  	291	254	211	239	0	1010	46.7
37888	FN401436  	440	322	249	357	0	1388	41.7
37889	FN401439  	445	327	250	364	0	1406	41.6
37890	FM174468  	243	205	129	206	0	795	42.7
37891	FN401438  	451	325	254	365	0	1415	41.5
37892	FN401440  	446	326	251	360	0	1403	41.7
37893	FM174469  	242	215	130	208	0	807	43.4
37894	FN401518  	417	299	210	298	0	1242	41.6
37895	FN401443  	443	329	250	361	0	1403	41.9
37896	FN401441  	423	316	243	347	0	1348	42.1
37897	FN401444  	418	318	242	342	0	1339	42.4
37898	CY059060  	244	226	182	207	0	872	47.5
37899	CY059060  	244	226	182	207	0	872	47.5
37900	EF566231  	345	219	224	242	0	1045	43.0
37901	EF566232  	344	213	222	233	0	1027	43.0
37902	AY661098  	348	253	236	258	0	1111	44.7
37903	AY661099  	347	254	236	258	0	1111	44.7
37904	AJ457956  	451	347	275	370	0	1464	43.1
37905	CY031384  	421	270	247	278	0	1234	42.5
37906	CY031385  	306	257	210	242	0	1030	46.0
37907	CY031385  	306	257	210	242	0	1030	46.0
37908	FJ403555  	467	332	258	379	0	1457	41.1
37909	CY031849  	343	208	221	230	0	1017	42.8
37910	CY031850  	292	271	213	251	0	1042	47.1
37911	CY031850  	292	271	213	251	0	1042	47.1
37912	AJ457951  	313	276	193	277	0	1075	44.3
37913	AF131996  	347	249	232	258	0	1102	44.3
37914	AF131997  	349	247	232	258	0	1102	44.1
37915	AF131998  	350	247	231	258	0	1102	44.0
37916	AY661169  	352	248	238	257	0	1111	44.4
37917	AY661170  	352	249	232	262	0	1111	43.9
37918	EF566057  	348	216	224	231	0	1034	43.2
37919	AY661171  	350	250	231	264	0	1111	43.9
37920	AY661192  	354	248	234	259	0	1111	44.0
37921	AY661172  	349	252	231	263	0	1111	44.1
37922	AJ316063  	452	339	274	382	0	1468	42.4
37923	CY031805  	349	214	225	233	0	1036	43.0
37924	CY031806  	289	266	210	241	0	1021	47.3
37925	CY031806  	289	266	210	241	0	1021	47.3
37926	AF131993  	349	230	225	228	0	1047	44.1
37927	AF131994  	350	229	225	228	0	1047	44.0
37928	AF131995  	351	228	226	227	0	1047	44.0
37929	AJ518103  	416	315	240	347	0	1337	42.1
37930	AY661168  	349	252	232	262	0	1111	44.2
37931	EU247846  	282	217	169	221	0	902	43.4
37932	EU247846  	282	217	169	221	0	902	43.4
37933	EU247847  	279	219	170	221	0	902	43.8
37934	EU247847  	279	219	170	221	0	902	43.8
37935	AY661105  	347	254	236	258	0	1111	44.7
37936	AY661106  	347	254	236	258	0	1111	44.7
37937	AY661107  	347	254	236	258	0	1111	44.7
37938	AY661100  	348	253	236	258	0	1111	44.7
37939	AY661103  	347	254	236	258	0	1111	44.7
37940	AY661104  	347	254	235	259	0	1111	44.7
37941	AY661102  	347	254	236	258	0	1111	44.7
37942	AY661101  	346	255	235	259	0	1111	44.7
37943	EU501457  	338	204	221	224	0	1002	43.1
37944	EU501712  	342	202	217	226	0	1002	42.5
37945	EU501714  	342	202	217	226	0	1002	42.5
37946	EU501715  	341	203	217	226	0	1002	42.6
37947	EU501454  	339	207	219	222	0	1002	43.2
37948	EU502556  	339	203	220	225	0	1002	42.9
37949	EU501284  	338	209	217	223	0	1002	43.2
37950	EU501285  	338	209	217	223	0	1002	43.2
37951	EU501160  	336	211	215	225	0	1002	43.2
37952	EU501462  	339	205	219	224	0	1002	43.0
37953	EU501161  	343	206	215	223	0	1002	42.7
37954	EU501466  	339	205	218	225	0	1002	42.9
37955	EU501281  	340	207	215	225	0	1002	42.8
37956	EU501467  	340	205	218	224	0	1002	42.9
37957	EU501984  	344	201	218	224	0	1002	42.5
37958	EU501985  	341	203	216	227	0	1002	42.5
37959	EU502533  	338	205	219	225	0	1002	43.0
37960	EU501460  	342	204	218	223	0	1002	42.8
37961	EU501461  	341	205	218	223	0	1002	42.9
37962	EU501283  	339	208	216	224	0	1002	43.0
37963	EU501718  	342	202	217	226	0	1002	42.5
37964	EU502454  	331	217	215	224	0	1002	43.8
37965	EU502562  	342	202	218	225	0	1002	42.6
37966	EU501286  	341	205	216	225	0	1002	42.7
37967	EU501986  	345	200	217	225	0	1002	42.2
37968	EU501290  	337	208	216	226	0	1002	43.0
37969	EU502537  	346	199	218	224	0	1002	42.2
37970	EU501719  	341	203	219	224	0	1002	42.8
37971	EU501720  	341	203	218	225	0	1002	42.7
37972	EU501468  	340	206	217	224	0	1002	42.9
37973	EU501721  	342	202	215	228	0	1002	42.2
37974	EU501722  	343	201	218	225	0	1002	42.5
37975	EU501724  	341	204	216	226	0	1002	42.6
37976	EU501987  	341	203	217	226	0	1002	42.6
37977	EU501723  	340	205	220	222	0	1002	43.1
37978	EU501725  	343	201	217	226	0	1002	42.4
37979	EU501988  	343	201	218	225	0	1002	42.5
37980	EU501292  	339	206	218	224	0	1002	43.0
37981	EU501293  	339	206	218	224	0	1002	43.0
37982	EU501291  	339	207	216	225	0	1002	42.9
37983	EU501989  	338	204	224	221	0	1002	43.4
37984	EU501726  	340	204	218	225	0	1002	42.8
37985	EF566330  	417	265	250	277	0	1227	42.6
37986	EF566072  	346	213	222	229	0	1025	43.1
37987	EU501455  	342	204	217	224	0	1002	42.7
37988	EF566236  	406	278	248	279	0	1229	43.4
37989	EF566336  	423	277	254	278	0	1250	43.1
37990	EF566337  	425	274	251	282	0	1250	42.6
37991	EF566070  	345	211	224	229	1	1025	43.1
37992	EF566338  	423	276	253	280	0	1250	42.9
37993	CY031350  	414	260	254	270	0	1216	42.9
37994	CY031351  	299	259	206	241	0	1020	46.3
37995	CY031351  	299	259	206	241	0	1020	46.3
37996	CY031813  	343	212	222	230	0	1022	43.1
37997	CY031814  	283	259	205	238	1	1001	47.1
37998	CY031814  	283	259	205	238	1	1001	47.1
37999	EF566071  	350	215	226	235	0	1041	43.0
38000	EU501456  	342	204	218	223	0	1002	42.8
38001	EF566237  	410	276	251	278	0	1233	43.4
38002	FJ899924  	393	260	244	275	0	1189	43.0
38003	FJ899925  	459	325	253	365	0	1423	41.2
38004	EF566272  	408	282	249	277	0	1234	43.7
38005	EF566252  	348	215	226	241	0	1045	42.8
38006	EF566253  	433	330	266	357	0	1406	43.0
38007	EU501713  	342	202	217	226	0	1002	42.5
38008	EF566250  	303	179	198	207	0	900	42.5
38009	DQ849016  	286	265	208	242	0	1016	47.3
38010	DQ849016  	286	265	208	242	0	1016	47.3
38011	DQ865960  	342	202	217	226	0	1002	42.5
38012	EF566331  	414	265	249	275	0	1221	42.7
38013	EF566219  	352	211	224	233	0	1035	42.6
38014	AJ457893  	328	211	213	223	0	989	43.5
38015	EF670508  	324	213	211	222	0	984	43.7
38016	AJ457886  	355	244	232	252	0	1099	44.0
38017	AJ457877  	360	249	232	254	0	1111	43.9
38018	HQ121411  	272	175	151	179	0	789	42.0
38019	HQ121412  	255	168	145	174	0	753	42.2
38020	HQ121413  	78	62	31	55	0	230	41.2
38021	Z46411    	341	239	221	240	0	1056	44.2
38022	AJ457905  	357	225	230	232	0	1059	43.6
38023	AY661143  	349	251	235	260	0	1111	44.4
38024	AY661144  	352	249	230	264	0	1111	43.7
38025	AY661145  	352	249	231	263	0	1111	43.8
38026	AY661142  	350	251	234	260	0	1111	44.3
38027	AY661079  	351	252	235	257	0	1111	44.5
38028	AY661147  	352	249	231	263	0	1111	43.8
38029	AY661148  	351	250	230	264	0	1111	43.8
38030	AY661151  	354	249	230	262	0	1111	43.7
38031	GQ397768  	272	165	174	190	0	813	42.3
38032	GQ397517  	244	185	148	197	0	786	43.0
38033	GQ397649  	274	165	177	191	0	819	42.4
38034	GQ397518  	245	185	150	198	0	790	43.1
38035	GQ397650  	274	165	177	191	0	819	42.4
38036	GQ397761  	273	166	177	191	0	819	42.5
38037	GQ397530  	245	185	150	198	0	790	43.1
38038	GQ397662  	274	162	176	188	0	812	42.2
38039	GQ397531  	245	185	150	198	0	790	43.1
38040	GQ397663  	274	163	176	188	0	813	42.3
38041	GQ397568  	242	186	149	198	0	787	43.2
38042	GQ397700  	274	165	176	189	0	816	42.4
38043	GQ397541  	245	185	150	198	0	790	43.1
38044	GQ397673  	274	165	176	189	0	816	42.4
38045	GQ397542  	242	185	147	198	0	784	43.0
38046	GQ397674  	274	165	176	189	0	816	42.4
38047	GQ397543  	243	185	149	198	0	787	43.1
38048	GQ397675  	274	165	175	190	0	816	42.3
38049	GQ397555  	243	186	149	197	0	787	43.2
38050	GQ397687  	274	165	176	189	0	816	42.4
38051	GQ397770  	273	163	175	185	0	808	42.5
38052	GQ397569  	245	185	151	197	0	790	43.2
38053	GQ397701  	274	165	177	191	0	819	42.4
38054	GQ397570  	245	185	150	198	0	790	43.1
38055	GQ397702  	273	166	177	191	0	819	42.5
38056	GQ397571  	245	185	150	198	0	790	43.1
38057	GQ397703  	274	165	176	192	0	819	42.3
38058	GQ397772  	274	165	176	192	0	819	42.3
38059	GQ397774  	273	166	177	191	0	819	42.5
38060	GQ397589  	245	185	150	198	0	790	43.1
38061	GQ397721  	274	165	176	192	0	819	42.3
38062	GQ397590  	243	185	148	199	0	787	43.0
38063	GQ397722  	275	165	176	191	0	819	42.3
38064	GQ397785  	274	165	177	191	0	819	42.4
38065	GQ397786  	275	165	176	191	0	819	42.3
38066	AY661117  	350	251	236	258	0	1111	44.5
38067	AF357929  	175	112	110	122	0	527	42.8
38068	AF357930  	174	112	110	123	0	527	42.8
38069	AF357931  	179	109	109	122	0	527	42.0
38070	AF357932  	179	109	108	123	0	527	41.8
38071	AF357933  	179	107	109	124	0	527	41.6
38072	GQ396538  	208	152	103	158	0	630	41.1
38073	GQ396539  	287	256	208	239	0	1005	46.9
38074	GQ396539  	287	256	208	239	0	1005	46.9
38075	GQ396540  	273	201	169	209	0	865	43.4
38076	GQ396540  	273	201	169	209	0	865	43.4
38077	GQ396541  	493	398	294	312	0	1519	46.2
38078	GQ396525  	208	152	103	158	0	630	41.1
38079	GQ396526  	289	254	208	239	0	1005	46.7
38080	GQ396526  	289	254	208	239	0	1005	46.7
38081	GQ396527  	273	201	169	209	0	865	43.4
38082	GQ396527  	273	201	169	209	0	865	43.4
38083	GQ396528  	495	396	294	312	0	1519	46.1
38084	GQ396555  	332	206	192	218	0	962	42.0
38085	GQ396556  	207	153	103	158	0	630	41.2
38086	GQ396557  	289	254	208	239	0	1005	46.7
38087	GQ396557  	289	254	208	239	0	1005	46.7
38088	GQ396558  	273	202	169	209	0	866	43.5
38089	GQ396558  	273	202	169	209	0	866	43.5
38090	GQ396586  	334	207	193	222	0	970	41.8
38091	GQ396587  	287	256	206	241	0	1005	46.7
38092	GQ396587  	287	256	206	241	0	1005	46.7
38093	GQ396588  	273	202	169	209	0	866	43.5
38094	GQ396588  	273	202	169	209	0	866	43.5
38095	GQ396589  	493	398	293	313	0	1519	46.2
38096	GQ396519  	287	256	206	241	0	1005	46.7
38097	GQ396519  	287	256	206	241	0	1005	46.7
38098	GQ396520  	331	205	191	220	0	961	41.8
38099	CY062675  	617	384	317	416	0	1759	40.4
38100	CY062676  	289	254	208	236	0	1002	46.8
38101	CY062676  	289	254	208	236	0	1002	46.8
38102	CY062677  	454	330	263	373	0	1441	41.8
38103	CY062678  	501	404	301	317	0	1545	46.3
38104	CY062679  	271	201	169	209	0	863	43.5
38105	CY062679  	271	201	169	209	0	863	43.5
38106	CY062680  	712	533	425	505	0	2207	44.0
38107	CY062681  	821	520	443	519	0	2336	41.8
38108	CY062682  	774	588	433	497	1	2326	44.5
38109	CY062747  	617	385	319	412	0	1758	40.6
38110	CY062748  	290	253	208	236	0	1002	46.7
38111	CY062748  	290	253	208	236	0	1002	46.7
38112	CY062749  	456	329	263	372	0	1441	41.7
38113	CY062750  	502	403	301	317	0	1545	46.2
38114	CY062751  	268	204	169	209	0	863	43.9
38115	CY062751  	268	204	169	209	0	863	43.9
38116	CY062752  	711	532	427	505	0	2207	44.1
38117	CY062753  	823	518	444	518	0	2336	41.8
38118	CY062754  	774	588	432	499	0	2326	44.5
38119	CY062755  	617	384	319	414	0	1759	40.5
38120	CY062756  	288	255	208	236	0	1002	46.9
38121	CY062756  	288	255	208	236	0	1002	46.9
